0,0,0.0
1,0,598.8706037200357
1,1,0.0
2,0,597.6353403205002
2,1,601.2919424040206
2,2,0.0
3,0,597.4763593649543
3,1,598.4396377246413
3,2,595.704624793194
3,3,0.0
4,0,620.7463249991899
4,1,622.4917670138296
4,2,621.799002894022
4,3,619.2366268237046
4,4,0.0
5,0,642.731670294844
5,1,646.0619165374167
5,2,644.5479035727291
5,3,642.9790043228472
5,4,653.6359843215488
5,5,0.0
6,0,635.1787150086186
6,1,637.7178059298642
6,2,637.6001882057438
6,3,634.6810222466086
6,4,646.1114454952799
6,5,623.9807689344279
6,6,0.0
7,0,635.1385675582927
7,1,639.0203439641026
7,2,636.9246423243491
7,3,636.6545374062765
7,4,646.3613540427676
7,5,633.8004417795872
7,6,624.8399795147554
7,7,0.0
8,0,515.4978176481449
8,1,601.2786375716337
8,2,599.8949908108918
8,3,600.2832664667574
8,4,621.8102604492789
8,5,643.7033478241356
8,6,635.8962179475516
8,7,635.3652492857947
8,8,0.0
9,0,598.2357394873696
9,1,599.753282608774
9,2,595.7314831364882
9,3,602.6823375543703
9,4,624.1458162961601
9,5,644.8612253810893
9,6,635.7373671572248
9,7,636.1312757599645
9,8,596.5366711276014
9,9,0.0
10,0,599.823307316413
10,1,600.1116562773964
10,2,600.2166275604167
10,3,599.7165997369091
10,4,622.385732484285
10,5,643.5153455823722
10,6,634.07412815853
10,7,635.6563537006454
10,8,597.7808963156986
10,9,606.145197126893
10,10,0.0
11,0,621.2777156795502
11,1,625.5845266628643
11,2,624.4581651319806
11,3,621.7153689591404
11,4,580.2378822517537
11,5,658.4223568500693
11,6,648.5121432941714
11,7,649.5991071422435
11,8,621.417733895646
11,9,624.9255955711848
11,10,623.5575354367871
11,11,0.0
12,0,620.0588681730147
12,1,624.0600932602565
12,2,622.5953742198861
12,3,619.4521773309058
12,4,415.825684632395
12,5,652.7013099419979
12,6,644.3624756299827
12,7,644.7774809963512
12,8,620.8937107106175
12,9,623.0240765813148
12,10,621.9879420053093
12,11,576.1466827119635
12,12,0.0
13,0,636.4102450463852
13,1,635.4525946126902
13,2,638.164555581082
13,3,635.6744449795036
13,4,646.8956639211613
13,5,624.110567127332
13,6,619.804807983933
13,7,625.7531462166211
13,8,637.730350540101
13,9,639.2683317668724
13,10,637.545292508697
13,11,651.0376333208396
13,12,644.9286782272904
13,13,0.0
14,0,638.1974616057322
14,1,639.2698960533023
14,2,640.760485673079
14,3,636.4935192128825
14,4,647.7098115668775
14,5,626.1629180971994
14,6,616.0519458617106
14,7,625.4990007985624
14,8,638.6939799309213
14,9,640.2499511909392
14,10,637.0384603773936
14,11,650.2691750344621
14,12,645.0387585254083
14,13,619.4562131418169
14,14,0.0
15,0,633.7136577351005
15,1,634.092264579848
15,2,633.7467948636901
15,3,632.1589989868055
15,4,642.9860029580738
15,5,630.6829631439239
15,6,622.6001927400922
15,7,620.9573254258299
15,8,632.7124149248219
15,9,633.3364035013304
15,10,633.7041896658093
15,11,648.0609539233174
15,12,641.9470383139095
15,13,623.0529672507788
15,14,623.5615446770271
15,15,0.0
16,0,634.1104004824397
16,1,635.7279292275903
16,2,635.0653509679141
16,3,634.0977842572863
16,4,644.0931609635364
16,5,631.6692172331972
16,6,623.3875199264098
16,7,621.4652041747792
16,8,633.641854678177
16,9,634.7928796071991
16,10,634.5281711634244
16,11,647.1754012630579
16,12,642.0147973372576
16,13,624.5014011193249
16,14,624.4837868191615
16,15,617.3953352593458
16,16,0.0
17,0,633.5290048608666
17,1,634.6392676158638
17,2,635.4093168973839
17,3,634.7779139195062
17,4,642.4570024523042
17,5,634.1521899355075
17,6,629.2590881346093
17,7,626.9035013461004
17,8,635.256641051473
17,9,636.0621038860907
17,10,635.5352075219752
17,11,644.9209253854305
17,12,640.7074215271741
17,13,628.5133252366254
17,14,628.7726139074443
17,15,622.8563237216108
17,16,624.7135343499451
17,17,0.0
18,0,630.9302655603074
18,1,633.6836750303735
18,2,631.4055748882805
18,3,630.8668639261377
18,4,628.1026986090731
18,5,662.5156601922705
18,6,656.7061747844313
18,7,657.8282450609734
18,8,630.5576896684395
18,9,632.0134492239861
18,10,631.2867811066536
18,11,629.9071360129205
18,12,629.610991009528
18,13,658.4367851206371
18,14,658.97268532163
18,15,655.5562523536787
18,16,654.7098594033848
18,17,652.8950911134192
18,18,0.0
19,0,631.5694736131568
19,1,632.0205692855257
19,2,633.1713828024763
19,3,631.2891572013573
19,4,642.2024602880309
19,5,633.5234802278444
19,6,626.0942421073684
19,7,624.82557566092
19,8,631.3905289121781
19,9,633.8895802898168
19,10,630.9595866614596
19,11,644.7480127925949
19,12,639.8335721107482
19,13,627.960189820979
19,14,626.3465494436766
19,15,622.7029789554567
19,16,622.6443607710585
19,17,625.7930967979752
19,18,652.1387889092321
19,19,0.0
20,0,709.3898786985899
20,1,710.2971209289814
20,2,711.0653978362328
20,3,707.8262498664485
20,4,716.3783916339186
20,5,702.0911621719789
20,6,698.0329505116503
20,7,702.1545413938444
20,8,709.6675277903026
20,9,709.4124329330576
20,10,709.9563366855739
20,11,717.8774268633887
20,12,715.0139858771995
20,13,699.7571007142407
20,14,695.2898676091864
20,15,697.7055252755276
20,16,699.7885394888945
20,17,693.8580546480671
20,18,720.4047473469342
20,19,700.3342059331387
20,20,0.0
21,0,706.3795014013359
21,1,709.2714572009788
21,2,709.4053848118155
21,3,705.8484256552535
21,4,714.8985942075981
21,5,701.1319419338988
21,6,695.3704048922416
21,7,698.5678206158655
21,8,708.1624107505284
21,9,708.4828861729831
21,10,707.5054770106024
21,11,717.1750135078606
21,12,714.6432676517704
21,13,696.6921845406334
21,14,696.2772436321612
21,15,695.5566116427907
21,16,698.518432111852
21,17,693.454396481845
21,18,719.7270315890602
21,19,698.8762408323809
21,20,630.4569771205645
21,21,0.0
22,0,709.4096136929637
22,1,709.5068710026704
22,2,710.4561914713672
22,3,707.1152664170107
22,4,715.4495090500797
22,5,700.645416740879
22,6,698.3294351522067
22,7,700.2249638509041
22,8,709.161476675094
22,9,709.9549281468508
22,10,708.2358364273866
22,11,717.5569663796736
22,12,715.7506549071401
22,13,698.2248921371968
22,14,695.4365535402924
22,15,698.3616541592186
22,16,699.2996496495618
22,17,695.4343966184014
22,18,721.5670447020152
22,19,701.3002210180744
22,20,639.5623503615578
22,21,643.7530582451628
22,22,0.0
23,0,733.3668931714875
23,1,734.1845816959111
23,2,734.2145463010114
23,3,730.6675030408838
23,4,738.9296312910993
23,5,728.5375762443555
23,6,721.9771464527115
23,7,727.2386128362547
23,8,732.9345127635893
23,9,734.7319239015003
23,10,734.0878693998424
